examine,id,members,lowalch,limit,value,highalch,icon,name,high,highTime,low,lowTime
A tiara infused with the properties of air.,5527,False,40.0,40.0,100.0,60.0,Air tiara.png,Air tiara,30.0,1789654256.0,25.0,1789651378.0
This is pretty well sealed.,4436,True,4.0,15.0,10.0,6.0,Airtight pot.png,Airtight pot,1431.0,1789653085.0,1342.0,1789645283.0
A special alchemical ingredient used for creating potions.,29993,True,40.0,13000.0,100.0,60.0,Aldarium.png,Aldarium,50300.0,1789652882.0,49555.0,1789654204.0
Ale of the gods.,20056,True,340.0,4.0,850.0,510.0,Ale of the gods.png,Ale of the gods,184561.0,1789654162.0,140000.0,1789653594.0
A pot filled with ale yeast.,5767,True,1.0,11000.0,1.0,1.0,Ale yeast.png,Ale yeast,984.0,1789654144.0,1740.0,1789649414.0
Maybe I can make something with this.,21347,True,1560.0,13000.0,3900.0,2340.0,Amethyst.png,Amethyst,2850.0,1789653600.0,2837.0,1789654314.0
Arrows with amethyst heads.,21326,True,196.0,11000.0,490.0,294.0,Amethyst arrow 5.png,Amethyst arrow,130.0,1789654434.0,130.0,1789654105.0
Venomous-looking arrows.,21332,True,196.0,11000.0,490.0,294.0,Amethyst arrow(p) 5.png,Amethyst arrow(p),318.0,1789632567.0,221.0,1789653457.0
Venomous-looking arrows.,21334,True,196.0,11000.0,490.0,294.0,Amethyst arrow(p+) 5.png,Amethyst arrow(p+),461.0,1789637052.0,330.0,1789629291.0
Venomous-looking arrows.,21336,True,196.0,11000.0,490.0,294.0,Amethyst arrow(p++) 5.png,Amethyst arrow(p++),686.0,1789654119.0,669.0,1789653455.0
I can make some arrows with these.,21350,True,98.0,10000.0,245.0,147.0,Amethyst arrowtips.png,Amethyst arrowtips,190.0,1789654406.0,186.0,1789650006.0
Amethyst bolt tips.,21338,True,64.0,11000.0,160.0,96.0,Amethyst bolt tips 5.png,Amethyst bolt tips,179.0,1789652691.0,171.0,1789653038.0
Crossbow bolts with amethyst broad tips.,21316,True,96.0,11000.0,240.0,144.0,Amethyst broad bolts 5.png,Amethyst broad bolts,213.0,1789654177.0,198.0,1789654328.0
A deadly throwing dart with an amethyst tip.,25849,True,160.0,11000.0,400.0,240.0,Amethyst dart.png,Amethyst dart,194.0,1789654424.0,190.0,1789654227.0
A deadly-looking dart tip made of amethyst - needs feathers for flight.,25853,True,80.0,11000.0,200.0,120.0,Amethyst dart tip.png,Amethyst dart tip,355.0,1789654433.0,353.0,1789647302.0
A deadly poisoned dart with an amethyst tip.,25851,True,160.0,11000.0,400.0,240.0,Amethyst dart(p).png,Amethyst dart(p),382.0,1789592635.0,281.0,1789651717.0
A deadly poisoned dart with an amethyst tip.,25855,True,160.0,11000.0,400.0,240.0,Amethyst dart(p+).png,Amethyst dart(p+),520.0,1789629293.0,385.0,1789653399.0
A deadly poisoned dart with an amethyst tip.,25857,True,160.0,11000.0,400.0,240.0,Amethyst dart(p++).png,Amethyst dart(p++),1500.0,1789649491.0,1373.0,1789652495.0
An amethyst tipped javelin.,21318,True,168.0,11000.0,420.0,252.0,Amethyst javelin.png,Amethyst javelin,162.0,1789652959.0,170.0,1789636299.0
Needs a shaft.,21352,True,608.0,10000.0,1520.0,912.0,Amethyst javelin tips 5.png,Amethyst javelin tips,569.0,1789654057.0,562.0,1789651723.0
An amethyst tipped javelin.,21320,True,168.0,7000.0,420.0,252.0,Amethyst javelin(p).png,Amethyst javelin(p),645.0,1789063969.0,150.0,1789237511.0
An amethyst tipped javelin.,21322,True,168.0,7000.0,420.0,252.0,Amethyst javelin(p+).png,Amethyst javelin(p+),950.0,1788291709.0,1191.0,1788894453.0
An amethyst tipped javelin.,21324,True,168.0,7000.0,420.0,252.0,Amethyst javelin(p++).png,Amethyst javelin(p++),1133.0,1789610482.0,79.0,1788447970.0
Used to make amulets.,1595,False,2.0,40.0,5.0,3.0,Amulet mould.png,Amulet mould,300.0,1789654308.0,50.0,1789650326.0
It increases my aim.,1478,False,40.0,5.0,100.0,60.0,Amulet of accuracy.png,Amulet of accuracy,2398.0,1789653524.0,2340.0,1789653738.0
Might be as light as a feather.,34407,True,8400.0,,21000.0,12600.0,Amulet of air.png,Amulet of air,290000.0,1789653996.0,293023.0,1789652191.0
A hauntingly beautiful amulet bearing the shape of a skull.,22557,True,18000.0,8.0,45000.0,27000.0,Amulet of avarice.png,Amulet of avarice,393698.0,1789652956.0,393698.0,1789654210.0
Saves seeds when planting in allotments.,21160,True,360.0,10000.0,900.0,540.0,Amulet of bounty.png,Amulet of bounty,999.0,1789651544.0,644.0,1789645693.0
Useful when making potions - has the chance of giving an extra dose.,21163,True,420.0,15000.0,1050.0,630.0,Amulet of chemistry.png,Amulet of chemistry,1654.0,1789654266.0,1650.0,1789653842.0
An enchanted emerald amulet of protection.,1729,False,510.0,125.0,1275.0,765.0,Amulet of defence.png,Amulet of defence,1074.0,1789652946.0,900.0,1789654187.0
An enchanted emerald amulet of protection that looks good.,23309,False,510.0,4.0,1275.0,765.0,Amulet of defence (t).png,Amulet of defence (t),3008.0,1789646019.0,2701.0,1789653460.0
Heavy is the amulet.,34419,True,8400.0,,21000.0,12600.0,Amulet of earth.png,Amulet of earth,410000.0,1789649904.0,400000.0,1789647004.0
A dragonstone amulet with an unlimited supply of magic charges.,19707,True,7050.0,5.0,17625.0,10575.0,Amulet of eternal glory.png,Amulet of eternal glory,62199991.0,1789650562.0,61000000.0,1789645053.0
I hope my clothes don't catch on fire.,34425,True,8400.0,,21000.0,12600.0,Amulet of fire.png,Amulet of fire,101700.0,1789654154.0,97182.0,1789653240.0
A very powerful onyx amulet.,6585,True,80800.0,8.0,202000.0,121200.0,Amulet of fury.png,Amulet of fury,2768299.0,1789654392.0,2760000.0,1789654177.0
A very powerful dragonstone amulet.,1704,True,7050.0,10000.0,17625.0,10575.0,Amulet of glory.png,Amulet of glory,11625.0,1789654368.0,11543.0,1789654430.0
A very powerful dragonstone amulet.,10362,True,7050.0,5.0,17625.0,10575.0,Amulet of glory (t).png,Amulet of glory (t),49984.0,1789623738.0,46589.0,1789624465.0
A very powerful dragonstone amulet.,10354,True,7050.0,5.0,17625.0,10575.0,Amulet of glory (t4).png,Amulet of glory (t4),50918.0,1789644322.0,45841.0,1789651042.0
A very powerful dragonstone amulet.,11964,True,7050.0,5.0,17625.0,10575.0,Amulet of glory (t6).png,Amulet of glory (t6),56414.0,1789652132.0,56414.0,1789627065.0
A dragonstone amulet with 4 magic charges.,1712,True,7050.0,10000.0,17625.0,10575.0,Amulet of glory(4).png,Amulet of glory(4),12000.0,1789654427.0,11906.0,1789654303.0
A dragonstone amulet with 6 magic charges.,11978,True,7050.0,10000.0,17625.0,10575.0,Amulet of glory(6).png,Amulet of glory(6),10314.0,1789654423.0,10187.0,1789654379.0
An enchanted sapphire amulet of magic.,1727,False,360.0,125.0,900.0,540.0,Amulet of magic.png,Amulet of magic,639.0,1789654173.0,635.0,1789653461.0
An enchanted sapphire amulet of magic.,10366,False,360.0,5.0,900.0,540.0,Amulet of magic (t).png,Amulet of magic (t),14999.0,1789652916.0,12000.0,1789651054.0
An enchanted diamond amulet of power.,1731,False,1410.0,125.0,3525.0,2115.0,Amulet of power.png,Amulet of power,2150.0,1789654400.0,2164.0,1789654258.0
An enchanted diamond amulet that looks good.,23354,False,1610.0,5.0,4025.0,2415.0,Amulet of power (t).png,Amulet of power (t),325852.0,1789652797.0,325852.0,1789654386.0
"A very powerful zenyte amulet, infused with araxyte venom.",29801,True,160000.0,8.0,400000.0,240000.0,Amulet of rancour.png,Amulet of rancour,48382309.0,1789654281.0,47500000.0,1789654374.0
An enchanted ruby amulet.,1725,False,810.0,125.0,2025.0,1215.0,Amulet of strength.png,Amulet of strength,1324.0,1789654401.0,1314.0,1789654343.0
Heirloom of an ancient family of Morytania.,12851,True,23200.0,8.0,58001.0,34800.0,Amulet of the Damned (full).png,Amulet of the Damned (full),34498.0,1789651726.0,33900.0,1789651759.0
A deep sense of torture burns within this powerful amulet.,19553,True,80800.0,8.0,202000.0,121200.0,Amulet of torture.png,Amulet of torture,19859349.0,1789654407.0,19600000.0,1789654396.0
I'm going to get my clothes wet wearing this.,34413,True,8400.0,,21000.0,12600.0,Amulet of water.png,Amulet of water,270000.0,1789653523.0,263443.0,1789645499.0
Good for enhancing a super energy potion.,12640,True,8.0,11000.0,20.0,12.0,Amylase crystal 5.png,Amylase crystal,524.0,1789653731.0,513.0,1789653648.0
The hat of a powerful sorceress from a bygone era.,21018,True,18000.0,8.0,45000.0,27000.0,Ancestral hat.png,Ancestral hat,47073940.0,1789653031.0,46960003.0,1789653160.0
The robe bottoms of a powerful sorceress from a bygone era.,21024,True,32000.0,8.0,80000.0,48000.0,Ancestral robe bottom.png,Ancestral robe bottom,68700000.0,1789651128.0,67819463.0,1789654153.0
The robe top of a powerful sorceress from a bygone era.,21021,True,48000.0,8.0,120000.0,72000.0,Ancestral robe top.png,Ancestral robe top,90000000.0,1789653482.0,89354723.0,1789654141.0
"A set containing an Ancestral hat, robe top and robe bottom.",21049,True,58000.0,5.0,145000.0,87000.0,Ancestral robes set.png,Ancestral robes set,208990000.0,1789652554.0,204390604.0,1789649957.0
Some nicely cooked anchovies.,319,False,6.0,15000.0,15.0,9.0,Anchovies.png,Anchovies,30.0,1789653821.0,30.0,1789654273.0
A pizza with anchovies.,2297,False,24.0,10000.0,60.0,36.0,Anchovy pizza.png,Anchovy pizza,570.0,1789652957.0,545.0,1789653296.0
"The misery that is now upon us is but the passing of greed, the bitterness of those who fear the way of progress.",20235,True,32.0,5.0,80.0,48.0,Ancient blessing.png,Ancient blessing,3888.0,1789654322.0,3879.0,1789654108.0
Ancient blessed dragonhide vambraces.,12490,True,1600.0,8.0,4000.0,2400.0,Ancient bracers.png,Ancient bracers,25000.0,1789653377.0,18002.0,1789653424.0
1 dose of ancient brew.,26346,True,50.0,2000.0,125.0,75.0,Ancient brew(1).png,Ancient brew(1),718.0,1789651876.0,279.0,1789646436.0
2 doses of ancient brew.,26344,True,60.0,2000.0,150.0,90.0,Ancient brew(2).png,Ancient brew(2),1138.0,1789493212.0,1110.0,1789652326.0
3 doses of ancient brew.,26342,True,70.0,2000.0,175.0,105.0,Ancient brew(3).png,Ancient brew(3),2200.0,1789626773.0,2026.0,1789654316.0
4 doses of ancient brew.,26340,True,80.0,2000.0,200.0,120.0,Ancient brew(4).png,Ancient brew(4),2925.0,1789653985.0,2865.0,1789654093.0
Some ceremonial boots dedicated to an ancient god.,26229,True,16000.0,8.0,40000.0,24000.0,Ancient ceremonial boots.png,Ancient ceremonial boots,23325.0,1789648443.0,22909.0,1789654007.0
Some ceremonial gloves dedicated to an ancient god.,26227,True,16000.0,8.0,40000.0,24000.0,Ancient ceremonial gloves.png,Ancient ceremonial gloves,23058.0,1789652505.0,22986.0,1789654012.0
Some ceremonial robes dedicated to an ancient god.,26223,True,32000.0,8.0,80000.0,48000.0,Ancient ceremonial legs.png,Ancient ceremonial legs,47150.0,1789653627.0,46750.0,1789654000.0
A ceremonial mask dedicated to an ancient god.,26225,True,20000.0,8.0,50000.0,30000.0,Ancient ceremonial mask.png,Ancient ceremonial mask,28975.0,1789654040.0,28964.0,1789653502.0
Some ceremonial robes dedicated to an ancient god.,26221,True,40000.0,8.0,100000.0,60000.0,Ancient ceremonial top.png,Ancient ceremonial top,59030.0,1789645077.0,58751.0,1789653998.0
Ancient blessed dragonhide chaps.,12494,True,2400.0,8.0,6000.0,3600.0,Ancient chaps.png,Ancient chaps,134862.0,1789652670.0,125168.0,1789653467.0
An Ancient cloak.,12197,True,800.0,8.0,2000.0,1200.0,Ancient cloak.png,Ancient cloak,11706.0,1789650285.0,7777.0,1789653578.0
Ancient blessed dragonhide coif.,12496,True,800.0,8.0,2000.0,1200.0,Ancient coif.png,Ancient coif,46043.0,1789653021.0,43001.0,1789652816.0
An Ancient crozier.,12199,True,2000.0,8.0,5000.0,3000.0,Ancient crozier.png,Ancient crozier,24999.0,1789642374.0,4532.0,1789652773.0
An ancient crystal containing magical energy.,21804,True,100000.0,250.0,250000.0,150000.0,Ancient crystal.png,Ancient crystal,154902.0,1789654160.0,149070.0,1789654065.0
Ancient blessed dragonhide body armour.,12492,True,5200.0,8.0,13000.0,7800.0,Ancient d'hide body.png,Ancient d'hide body,89459.0,1789654289.0,86654.0,1789653734.0
Ancient blessed dragonhide boots.,19921,True,3720.0,8.0,9300.0,5580.0,Ancient d'hide boots.png,Ancient d'hide boots,214994.0,1789653929.0,204750.0,1789653874.0
Ancient blessed wooden shield covered in dragon leather.,23197,True,11333.0,8.0,28334.0,17000.0,Ancient d'hide shield.png,Ancient d'hide shield,137062.0,1789644008.0,108004.0,1789648468.0
"A set containing an ancient dragonhide coif, body, chaps and bracers.",13171,True,3800.0,8.0,9500.0,5700.0,Ancient dragonhide set.png,Ancient dragonhide set,316666.0,1789654091.0,277494.0,1789647574.0
"A mysterious artifact of ancient times, very precious to emblem traders.",22302,True,3200000.0,250.0,8000000.0,4800000.0,Ancient effigy.png,Ancient effigy,7986005.0,1789635766.0,7986005.0,1789654259.0
"A mysterious artifact of ancient times, of some value to emblem traders.",21807,True,200000.0,250.0,500000.0,300000.0,Ancient emblem.png,Ancient emblem,498403.0,1789627175.0,498403.0,1789654345.0
Pure magical energy filled with a dark power.,27616,True,11.0,300000.0,28.0,16.0,Ancient essence 500.png,Ancient essence,18.0,1789654415.0,18.0,1789654354.0
Rune full helmet in the colours of a long-forgotten god.,12466,False,14080.0,8.0,35200.0,21120.0,Ancient full helm.png,Ancient full helm,21223.0,1789647815.0,24000.0,1789653427.0
"A mysterious, heavy sword.",26233,True,500000.0,8.0,1250000.0,750000.0,Ancient godsword.png,Ancient godsword,37000000.0,1789653545.0,36000000.0,1789653385.0
Brimming with potential.,26370,True,200000.0,,500000.0,300000.0,Ancient hilt.png,Ancient hilt,34576489.0,1789483202.0,34822134.0,1789651276.0
Rune kiteshield in the colours of a long-forgotten god.,12468,False,21760.0,8.0,54400.0,32640.0,Ancient kiteshield.png,Ancient kiteshield,35000.0,1789654396.0,33600.0,1789653300.0
It has ancient goblin symbols on it.,11061,True,400.0,8.0,1000.0,600.0,Ancient mace.png,Ancient mace,40000.0,1789650782.0,12000.0,1789653157.0
"A mysterious artifact of ancient times, precious to emblem traders.",22299,True,1600000.0,250.0,4000000.0,2400000.0,Ancient medallion.png,Ancient medallion,3994005.0,1789654143.0,3994005.0,1789653416.0
An Ancient mitre.,12203,True,2000.0,8.0,5000.0,3000.0,Ancient mitre.png,Ancient mitre,21655.0,1789654406.0,10069.0,1789653053.0
One dose of fishy ancient brew.,26353,True,50.0,,125.0,75.0,Ancient mix(1).png,Ancient mix(1),490000.0,1789328566.0,485000.0,1789433112.0
Two doses of fishy ancient brew.,26350,True,60.0,,150.0,90.0,Ancient mix(2).png,Ancient mix(2),1369.0,1789330880.0,2000.0,1788186860.0
This seems to have been torn from a book...,12621,True,160.0,5.0,400.0,240.0,Ancient page 1.png,Ancient page 1,4000.0,1789653359.0,2161.0,1789653341.0
This seems to have been torn from a book...,12622,True,160.0,5.0,400.0,240.0,Ancient page 2.png,Ancient page 2,5000.0,1789653351.0,2333.0,1789653392.0
This seems to have been torn from a book...,12623,True,160.0,5.0,400.0,240.0,Ancient page 3.png,Ancient page 3,8996.0,1789653093.0,2219.0,1789653774.0
This seems to have been torn from a book...,12624,True,160.0,5.0,400.0,240.0,Ancient page 4.png,Ancient page 4,5000.0,1789653387.0,3000.0,1789653966.0
Rune platebody in the colours of a long-forgotten god.,12460,False,26000.0,8.0,65000.0,39000.0,Ancient platebody.png,Ancient platebody,38586.0,1789647588.0,37743.0,1789651741.0
Rune platelegs in the colours of a long-forgotten god.,12462,False,25600.0,8.0,64000.0,38400.0,Ancient platelegs.png,Ancient platelegs,51000.0,1789640982.0,38103.0,1789652774.0
Rune plateskirt in the colours of a long-forgotten god.,12464,False,25600.0,8.0,64000.0,38400.0,Ancient plateskirt.png,Ancient plateskirt,37800.0,1789637431.0,37500.0,1789651235.0
"A mysterious artifact of ancient times, emblem traders will pay you extremely handsomely for this.",22305,True,6400000.0,250.0,16000000.0,9600000.0,Ancient relic.png,Ancient relic,15976992.0,1789627072.0,15976992.0,1789653510.0
Leggings from the Ancient Vestments.,12195,True,2800.0,8.0,7000.0,4200.0,Ancient robe legs.png,Ancient robe legs,24986.0,1789650698.0,17505.0,1789647238.0
Ancient Vestments.,12193,True,2800.0,8.0,7000.0,4200.0,Ancient robe top.png,Ancient robe top,30399.0,1789648580.0,25571.0,1789651505.0
"A set containing a full helm, platebody, legs and kiteshield.",13060,False,32000.0,8.0,80000.0,48000.0,Ancient rune armour set (lg).png,Ancient rune armour set (lg),148117.0,1789639586.0,156817.0,1789654366.0
"A set containing a full helm, platebody, skirt and kiteshield.",13062,False,32000.0,8.0,80000.0,48000.0,Ancient rune armour set (sk).png,Ancient rune armour set (sk),122925.0,1789624893.0,135606.0,1789618543.0
A magical staff of ancient origin...,4675,True,40000.0,70.0,100000.0,60000.0,Ancient staff.png,Ancient staff,60751.0,1789653576.0,59579.0,1789654252.0
"A mysterious artifact of ancient times, of substantial value to emblem traders.",21813,True,800000.0,250.0,2000000.0,1200000.0,Ancient statuette.png,Ancient statuette,1996155.0,1789626864.0,1996155.0,1789654332.0
An Ancient stole.,12201,True,1000.0,8.0,2500.0,1500.0,Ancient stole.png,Ancient stole,1910.0,1789652932.0,1253.0,1789646588.0
"A mysterious artifact of ancient times, of reasonable value to emblem traders.",21810,True,400000.0,250.0,1000000.0,600000.0,Ancient totem.png,Ancient totem,997273.0,1789648838.0,997203.0,1789654406.0
A magical shield with a wyvern visage.,21634,True,800000.0,8.0,2000000.0,1200000.0,Ancient wyvern shield (uncharged).png,Ancient wyvern shield,29629531.0,1789651536.0,28303379.0,1789653684.0
A salmon pink paint. This might look good on a boat.,32096,True,1.0,,1.0,1.0,Angler's paint.png,Angler's paint,10700000.0,1789653112.0,10129214.0,1789641667.0
I hope this tastes better than it looks.,13441,True,180.0,10000.0,450.0,270.0,Anglerfish.png,Anglerfish,1719.0,1789654423.0,1709.0,1789654401.0
Use on a necklace of anguish to make it look fancier!,22246,True,2000.0,4.0,5000.0,3000.0,Anguish ornament kit.png,Anguish ornament kit,207690.0,1789653619.0,200298.0,1789653581.0
These gloves will make your flesh transparent.,20101,True,1.0,4.0,1.0,1.0,Ankou gloves.png,Ankou gloves,2378600.0,1789645439.0,2272960.0,1789652029.0
This mask will make your flesh transparent.,20095,True,1.0,4.0,1.0,1.0,Ankou mask.png,Ankou mask,8299999.0,1789645430.0,7862371.0,1789650981.0
These socks will make your flesh transparent.,20107,True,1.0,4.0,1.0,1.0,Ankou socks.png,Ankou socks,2070960.0,1789652141.0,1970000.0,1789650992.0
This top will make your flesh transparent.,20098,True,1.0,4.0,1.0,1.0,Ankou top.png,Ankou top,16757975.0,1789650342.0,15952665.0,1789654163.0
These leggings will make your flesh transparent.,20104,True,1.0,4.0,1.0,1.0,Ankou's leggings.png,Ankou's leggings,6090188.0,1789652133.0,6043298.0,1789645398.0
"A teleport to Annakarl, in level 46 Wilderness.",12775,True,1.0,10000.0,1.0,1.0,Annakarl teleport (tablet).png,Annakarl teleport (tablet),3095.0,1789654122.0,3052.0,1789653530.0
Take this to an estate agent and ask them to redecorate your player-owned house for a Wilderness theme.,33015,True,,5.0,25000.0,,Annihilation blueprints.png,Annihilation blueprints,18896144.0,1789652887.0,18810027.0,1789649307.0
A scroll which unlocks the Deadman: Annihilation home teleport animation.,33018,True,,5.0,25000.0,,Annihilation teleport scroll.png,Annihilation teleport scroll,12800000.0,1789605193.0,12050000.0,1789558319.0
"Take this to Nigel to give the Toxic Staff of the Dead, Bow of Faerdhinen (c) or Crystal armour a cosmetic theme from Deadman: Annihilation.",33012,True,,5.0,25000.0,,Annihilation weapon scroll.png,Annihilation weapon scroll,14300000.0,1789643778.0,14100000.0,1789645439.0
